company_name,original_domain,domain,domain_status,domain_confidence,heavy_equipment,category,qualification_source,us_based,notes,issue_flagged
Central Valley Crane,,centralvalleycraneservices.com,found,medium,Yes,crane service,web search,yes,Central Valley Crane Services site; CA crane firm,missing
Certified Forklift Repair,,,not_found,low,Yes,forklift repair,web search,unknown,Generic name; no exact company site found,missing
Chambers Lawn & Power Product Inc,,chamberslawnandpower.com,found,high,No,outdoor power equipment,web search,yes,Roselle IL Cub Cadet/Troy-Bilt dealer official site,missing
Champion Crane - A Division Of Economy Sign Inc.,championcrane.biz,championcrane.biz,original,,Yes,,name/domain rules,,"name: ""cranes""",
Charlie Cranes,,,not_found,low,Yes,crane service,web search,yes,Charlie Cranes Inc in FMCSA; no website found,missing
Charlie Cranes Inc,,,not_found,low,Yes,crane service,web search,yes,FMCSA listing only; no website found,missing
Charlie Walkrich Event AV + Video Production,charliewalkrich.com,charliewalkrich.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""events""",
CHAT RENTALS AND EQUIPMENT LLC,,,not_found,medium,Yes,equipment rental,name/domain rules,yes,Pittsburg CA LLC (2025); registry listings only,missing
Chateau Bounce & Balloons,chateaubounce.com,chateaubounce.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""bounce""",
Cheeseball Man Productions,cheeseball-man-productions.square.site,cheeseball-man-productions.square.site,verified_existing,low,No,entertainment/events,web search,yes,Square site builder; no custom domain found,platform/listing domain
Chesapeake Equipment Services LLC,,chesapeakeequip.com,found,medium,Yes,equipment services,name/domain rules,yes,Chesapeake Equipment Services LLC site; services unclear,missing
Chicago Baby Gear Rental LLC,chicagobabygearrental.com,chicagobabygearrental.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""baby""",
Chicopee Jump and Bounce House Rentals,chicopeemabouncehouserentals.com,chicopeemabouncehouserentals.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""bounce""",
Choice Party Rentals of Miami LLC,choicepartyrentalsofmiami.com,choicepartyrentalsofmiami.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""party""",
Cipully Crane Service LLC,cipullycrane.com,cipullycrane.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
City 2 City Industrial Repair,city2cityindustrialrepair.com,city2cityindustrialrepair.com,original,,Yes,equipment repair,AI review (name/domain),,Industrial equipment repair,
CJ's Bounce Party Rental,cjbounceparty.com,cjbounceparty.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""party""",
Clicks Camera Store,,,not_found,medium,No,camera store,web search,unknown,Facebook/Instagram only,missing
Co-Pilot A/C Rentals LLC,copilotaz.com,copilotaz.com,original,,No,HVAC rental,AI review (name/domain),,AC rental,
"Coastal Crane & Equipment, Inc.",,,not_found,medium,Yes,crane service,web search,yes,Bradenton FL (closed per BBB) / Abbeville LA; no site,missing
Coastal Excavation & Construction Inc,coastalex.com,coastalex.com,original,,Yes,,name/domain rules,,"name: ""excavat""",
Coldfoot Crane Service,coldfoot.co,coldfoot.co,verified_existing,high,Yes,crane service,web search,yes,"Coldfoot LC, Kalispell MT heavy-lift crane; .co is own site",non-US domain
Cole & Equipment,coleandequipment.com,coleandequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Collierville Yard Greetings,colliervilleyardgreetings.com,colliervilleyardgreetings.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""yard (cards|signs|greetings)""",
Colorado Crane Services LLC,,,not_found,low,Yes,crane service,web search,yes,"Only FMCSA/Cortera listings (Parker, CO); no own website found",missing
"Colton Crane Service, LLC",coltoncraneservice.com,coltoncraneservice.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Commercial Truck Buyer,,,not_found,low,Yes,heavy truck buyer,web search,unknown,"Generic name; many unrelated truck buyers/marketplaces, no exact match",missing
Como Farm Equipment,agdealer.com,,not_found,high,Yes,ag equipment dealer,web search,no,"non-US; Winchester, Ontario dealer, only AgDealer/Farms.com listings",domain does not match name
Construction Equipment Texas,constructionequipmenttexas.com,constructionequipmenttexas.com,original,,Yes,,name/domain rules,,"name: ""construction equip""",
Cool Cubes Rentals LLC,rentcoolcubes.com,rentcoolcubes.com,original,,No,cooler rental,AI review (name/domain),,Ice/cooler rental,
Cooper Equipment Rentals,cooperequipment.ca,,not_found,high,Yes,construction equipment rental,web search,no,non-US; cooperequipment.ca serves Ontario/Quebec,non-US domain
Coragui Rental,coraguirental.com,coraguirental.com,original,,Yes,general equipment rental,AI review (name/domain),,Equipment rental,
CORTEZ ENTERTAINMENT,,,not_found,medium,No,party rental,web search,yes,Hayward CA bounce house rentals; only Yelp/Yahoo listings,missing
Cotti Equipment,cottiequipment.com,cottiequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Cowboys Cranes,cowboyscranes.com,cowboyscranes.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
CP PLUS Galaxy Zip Zap Computers,stores.cpplusworld.com,stores.cpplusworld.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""computers""",
Crainco,craincoinc.com,craincoinc.com,original,,Yes,crane service,AI review (name/domain),,Crane company,
Crane Property Services and Steel LLC,,,not_found,medium,No,steel fabrication/property maintenance,web search,yes,Tucson AZ welding/property services; only Nextdoor/BBB/HomeAdvisor,missing
Crane Rental Houston Pros,,cranerentalhoustontx.com,found,high,Yes,crane service,web search,yes,Site title 'Crane Rental Houston Pros'; Yelp marks listing closed,missing
Crane Rental Service,,cranerentalservice.com,found,medium,Yes,crane service,web search,yes,"Crane Rental Service Inc., SoCal/Arizona since 1965; generic name",missing
"Crane Safe, LLC.",cranesafellc.com,cranesafellc.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Crane Technologies of Alaska LLC,cranetechalaska.com,cranetechalaska.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Craneable inc.,craneableinc.com,craneableinc.com,original,,Yes,,name/domain rules,,"domain: ""crane""",
Cranes Cooling Heating And Plumbing,cranescoolingdaytona.com,cranescoolingdaytona.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Crazy Monkey Jumps,crazymonkeyjumps.com,crazymonkeyjumps.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""jump""",
Crest Capital,crestcapital.com,crestcapital.com,original,,No,equipment financing,AI review (name/domain),,Finance company,
CT Water Slide - Bounce House rental,bestbouncearound.com,bestbouncearound.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""bounce""",
CW Equipment & Rentals,cwequipment.supply,cwequipment.supply,original,,Yes,,name/domain rules,,"name: ""equipment""",
D & J Equipment Forklift Buyer,,,not_found,low,Yes,forklift buyer,web search,unknown,No exact match; D&J Equipment Bismarck ND only on Facebook,missing
D&J Equipment Rentals,dj-equipmentrentals.com,dj-equipmentrentals.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
D&M Forklift Service,,,not_found,medium,Yes,forklift service,web search,yes,D&M Forklift Copeville TX; only Yelp/LinkedIn,missing
D&P Crane Works LLC,dpcraneworks.com,dpcraneworks.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
D’ Party Rental,dpartyrental.com,dpartyrental.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""party""",
D Yamada LLC,yamadallc808.com,yamadallc808.com,original,,No,contractor,AI review (name/domain),,Unrelated,
DaeJin Machinery,,,not_found,low,Yes,machinery company,name/domain rules,yes,Daejin Machinery Inc Knoxville TN only on Bizapedia; others Korean,missing
Dale's Excavating,dalesexcavating.com,dalesexcavating.com,original,,Yes,,name/domain rules,,"name: ""excavat""",
Dallas Equipment Rentals,dallasequipmentrentals.net,dallasequipmentrentals.net,original,,Yes,,name/domain rules,,"name: ""equipment""",
Danilo's Rentals,,,not_found,low,Unsure,rental,web search,unknown,No matching US business found,missing
DCS Equipment Rental LLC,,,not_found,low,Yes,construction equipment rental,web search,yes,DCS Equipment Rental VA/CA; only Yelp/Nextdoor/directories,missing
Deleon Party Rentals,,,not_found,medium,No,party rental,web search,yes,Lynwood/Downey CA; only TikTok/Facebook,missing
"Demag Riggers & Crane Service, Inc.",,demagriggers.com,found,high,Yes,crane service,web search,yes,"Williston VT; site 'Demag Riggers', email crane@demagriggers.com",missing
Dependable Lift Rentals,dependableliftrentals.com,dependableliftrentals.com,original,,Yes,,name/domain rules,,"name: ""lifts""",
Desert Cooler Specialist,desertcoolerspecialist.com,desertcoolerspecialist.com,original,,No,HVAC,AI review (name/domain),,Evaporative coolers,
Desert Crane Services,desertcranelv.com,desertcranelv.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Desert Fun Party Rentals,desertfunpartyrentals.com,desertfunpartyrentals.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""party""",
Desert Sun Crane,desertsuncrane.com,desertsuncrane.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
"Designated Trailer Friend (DTF) Rental Services, LLC",rentdtf.com,rentdtf.com,original,,No,trailer rental,AI review (name/domain),,Trailer-only,
DFW Moonwalks,dfwmoonwalks.com,dfwmoonwalks.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""moonwalk""",
DH3 Equipment Co,dh3equipment.com,dh3equipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Direct Crane,directcrane.com,directcrane.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Dirty Dezert Equipment Rentals,,,not_found,medium,No,dump trailer rental/junk removal,web search,yes,Homeland CA; only Facebook/Instagram/Yelp,missing
DMR Rentals LLC,dmrrentals.com,dmrrentals.com,original,,Yes,general equipment rental,AI review (name/domain),,Equipment rental,
DMS Crane Services - On time Guaranteed!,dmscrane.com,dmscrane.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
"Doc's Crane & Rigging, Inc.",,docscraneandrigging.com,found,high,Yes,crane service,web search,yes,Roanoke IN crane & rigging; own site found,missing
Doncha Rentals,doncharentals.com,doncharentals.com,original,,Yes,general equipment rental,AI review (name/domain),,Equipment rental,
Doral Concrete Works,doralconcreteworks.com,doralconcreteworks.com,original,,No,concrete contractor,AI review (name/domain),,Concrete,
Down & Dumping Trailers LLC,downdumpingtrailersllc.com,downdumpingtrailersllc.com,original,,No,dumpster rental,AI review (name/domain),,Dump trailers,
Downey Scaffolding Rental,downeyscaffoldingrental.com,downeyscaffoldingrental.com,original,,No,scaffolding rental,AI review (name/domain),,Scaffolding-only,
"Downing Crane & Industrial Services, LLC",downingcraneandindustrialservi.godaddysites.com,downingcrane.com,replaced,high,Yes,overhead crane service,web search,yes,Warren OH; custom domain downingcrane.com replaces godaddysites,platform/listing domain
Drivin2U,drivin2u.com,drivin2u.com,original,,No,car rental,AI review (name/domain),,Vehicle delivery,
DRY OUT Rentals,dryoutrentals.com,dryoutrentals.com,original,,No,restoration equipment,AI review (name/domain),,Drying equipment,
Duct Care Services Pros,ductcareservices.com,ductcareservices.com,original,,No,duct cleaning,AI review (name/domain),,Duct cleaning,
Duke City Crane Co,,wilcocraneandrigging.com,found,low,Yes,crane service,web search,yes,Rio Rancho NM; shares PO Box 45217 with Wilco Crane & Rigging,missing
Dumpsters.com Detroit,dumpsters.com,dumpsters.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""dumpsters""",
Dunbar Equipment,dunbarequipment.com,dunbarequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Dylan’s Towing,,,not_found,low,No,towing,web search,yes,"Multiple Dylan's Towing (FL, OK, NH); no own site",missing
Dynamic Crane and Rigging,,,not_found,medium,Yes,crane service,web search,yes,Peralta NM; only Facebook and carrier directories,missing
E-Quip Rentals & Repairs Ltd,equiprentals.ca,,not_found,high,Yes,construction equipment rental,web search,no,"non-US; Niagara Falls, Ontario (equiprentals.ca)",non-US domain
E9 Equipment Rentals LLC,,,not_found,low,Yes,equipment rental,name/domain rules,unknown,No results for E9 Equipment Rentals,missing
Eagle Concrete Construction and Excavation,,,not_found,medium,Yes,concrete/excavation contractor,web search,yes,Santa Fe NM; only Nextdoor/BBB/Yelp/BuildZoom,missing
"Eagle Crane, LLC",,goeaglecrane.com,found,low,Yes,crane service,web search,yes,"Eagle Crane, LLC Durango CO; also eaglecranellc.com in Elkton MD",missing
Eagle Crane Services,,,not_found,low,Yes,crane service,web search,unknown,Many Eagle Crane companies (incl. Canadian); no clear match,missing
Eagle Crane Services LLC,,,not_found,medium,Yes,crane service,web search,yes,"Cherry Valley CA carrier, gmail contact; no website",missing
Eagle River Crane Service,eaglerivercrane.com,eaglerivercrane.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Eagle Smith Boom Service LLC,eaglesmithboomservice.com,eaglesmithboomservice.com,original,,Yes,,name/domain rules,,"name: ""booms""",
Easy Rental Tools,,,not_found,low,Unsure,general tool rental,web search,unknown,No exact match; only similar names (Easy Tool Rental NY),missing
Eaton Equipment,eatonequipment.com,eatonequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Ed's Cranes LLC,,edscrane.com,found,medium,Yes,crane service,web search,yes,Ed's Crane Service site; Deltona FL family crane company,missing
Effects4Events,effects4events.com,effects4events.com,original,,No,,name/domain rules,,"domain: ""event""",
EHI Rentals,equiptrentalsmn.com,equipterrentalsmn.com,replaced,high,Yes,construction equipment rental,web search,yes,EHI Rentals site equipterrentalsmn.com; current domain misspelled,domain does not match name
"Elegant Crane Services, LLC",,,not_found,medium,Yes,crane service,web search,yes,"Fort Myers FL; gmail contact, only Yelp/FMCSA",missing
Elevated Equipment Rental LLC,,rentelevated.com,found,medium,Yes,construction equipment rental,web search,yes,"Elevated Equipment Rental, Heber City UT skidsteers/excavators; others similar",missing
Elevated Events,,,not_found,low,No,party rental,web search,yes,Many 'Elevated Events' event rental firms; no clear match,missing
Elite Crane Services,elitecraneaugusta.com,elitecraneaugusta.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Elite Diesel Repair LLC,,,not_found,low,Yes,heavy truck repair,web search,yes,"Multiple Elite Diesel Repair LLCs (MI, WI, IN); no own site",missing
Elite Rentals,eliterentals406.com,eliterentals406.com,original,,Yes,general equipment rental,AI review (name/domain),,Montana equipment rentals,
