company_name,domain,domain_status,domain_source,original_domain,heavy_equipment_icp,category,us_based,website_title,evidence
BiTS Cctv Camera Shop,,no_website,,,No,camera shop,unknown,,state none; no usable site
BL Equipment Rental and Supplies,blequipmentrental.com,likely,found,,Unsure,equipment rental,yes,blequipmentrental.com,title: 'blequipmentrental.com'
Black Falcon Rentals,,no_website,original removed,blackfalconrentals.com,Unsure,rental,unknown,,listed domain belongs to another business; black-falcon.de is other business: 'Home Black Falcon'
Blaine's Crane Service,blainescrane.com,likely,found,,Yes,crane service,yes,,title: 'Important Local Businesses'
Blaster Bash Party Rentals LLC,blasterbashpartyrentals.com,verified,original (confirmed),blasterbashpartyrentals.com,No,party rental,yes,Nerf Party Rentals & Yard Game Rentals | Beavercreek & Dayton Ohio,title: 'Nerf Party Rentals & Yard Game Rentals | Beavercreek & '
Blue Crane LLC,,no_website,original removed,bluecrane.us,No,real estate,unknown,,listed domain belongs to another business; bluecrane.us is other business: 'Blue Crane | Development and Real Estate Bentonville'
Blue Dog Equipment,bluedogga.com,verified,original (confirmed),bluedogga.com,Yes,construction equipment dealer / rental,unknown,Blue Dog Equipment,site: Blue Dog Equipment
Blue Line Crane LLC,bluelinecrane.com,verified,original (confirmed),bluelinecrane.com,Yes,crane service,yes,"Blue Line Crane | Crane Service | 295 River Laurel Way, Woodstock, GA, USA","title: 'Blue Line Crane | Crane Service | 295 River Laurel Way,'"
Blue Oceans Equipment And Rentals,blueoceansequipment.com,verified,original (confirmed),blueoceansequipment.com,Unsure,equipment rental,yes,"Blue Oceans Equipment and Rentals | Equipment | Westport, MA, USA",title: 'Blue Oceans Equipment and Rentals | Equipment | Westpor'
Blueprint Rentals,blueprint-rentals.com,verified,replaced original,blueprintrentals.net,No,car rental,unknown,Home | Blueprint Rentals,title: 'Home | Blueprint Rentals'
BlueRayne Rentals - Portable Air and Spot Cooling,blueraynerentals.com,verified,original (confirmed),blueraynerentals.com,No,party / event rental,yes,BlueRayne Rentals | Portable Air & Temporary Spot Cooling,site: BlueRayne Rentals | Portable Air & Temporary Spot Cooling
Blues City Bounce,bluescitybounce.com,likely,original,bluescitybounce.com,No,party rental,unknown,,bluescitybounce.com blocked; domain matches name
BMZ Equipment Rentals,rentbmzequipment.com,verified,original (confirmed),rentbmzequipment.com,Unsure,equipment rental,unknown,BMZ Equipment Rentals,title: 'BMZ Equipment Rentals'
Bob Hegarty's North Jersey Crane Services LLC,hegartycrane.com,verified,original (confirmed),hegartycrane.com,Yes,crane service,yes,Bob Hegarty's North Jersey Crane Services LLC - 24/7 Landing NJ,title: 'Bob Hegarty's North Jersey Crane Services LLC - 24/7 La'
Bobcat of Windsor,oakenequipment.ca,verified,original (confirmed),oakenequipment.ca,Yes,construction equipment dealer,no,Bobcat Equipment Dealers in Ontario | Oaken Equipment,title: 'Bobcat Equipment Dealers in Ontario | Oaken Equipment'
Bobo & Bia’s Party Rentals LLC,boboandbiaspartyrentals.com,verified,original (confirmed),boboandbiaspartyrentals.com,No,party / event rental,yes,Home,site: Home
Bonafide Truck and Heavy Equipment Repair,,no_website,original removed,bonafidetruckandheavyequipmentrepair.com,Yes,heavy equipment repair,unknown,,state dead; no usable site (bonafidetruckandheavyequipmentrepair.com)
Boom Daddy Crane Service,boomdaddycraneservice.com,verified,original (confirmed),boomdaddycraneservice.com,Yes,crane / rigging service,yes,Boom Daddy Crane Service,site: Boom Daddy Crane Service
Boom Lift Rental,boomliftrental.org,verified,original (confirmed),boomliftrental.org,Yes,aerial lift rental,unknown,Boom Lift Rental,title: 'Boom Lift Rental'
"Bordelon’s Crane Service & Tree Removal, LLC",bordelonstreeremoval.com,verified,found,,Yes,crane service,yes,Tree Service Alexandria LA | Bordelon's Tree Removal,title: 'Tree Service Alexandria LA | Bordelon's Tree Removal'
Boulder Dam Crane Co LLC,,no_website,,,Yes,crane service,unknown,,state none; no usable site
Bounce Empire LLC,bouncempirellc.com,verified,original (confirmed),bouncempirellc.com,No,party / event rental,yes,Bounce Empire LLC,site: Bounce Empire LLC
Bounce House Captains,bouncehousecaptains.com,verified,original (confirmed),bouncehousecaptains.com,No,party rental,unknown,Bounce House Rental in Florida | Bounce House Captains,title: 'Bounce House Rental in Florida | Bounce House Captains'
Bounce House Kingz,bouncehousekingz.com,verified,original (confirmed),bouncehousekingz.com,No,party rental,yes,"Bounce House Rentals Lansing, MI | Bounce House Kingz","title: 'Bounce House Rentals Lansing, MI | Bounce House Kingz'"
Bounce House Mission Viejo,bouncehousemissionviejo.com,likely,original,bouncehousemissionviejo.com,No,party rental,unknown,Checking Your Request,bouncehousemissionviejo.com blocked; domain matches name
Bounce Kraze Party Rentals LLC,,no_website,original removed,bouncekrazemiami.com,No,party rental,unknown,,state dead; no usable site (bouncekrazemiami.com)
BounceMania Rental,bouncemaniarental.com,verified,original (confirmed),bouncemaniarental.com,No,party / event rental,unknown,"Bouncemania Rentals | Meriden, Wallingford, Hamden & More","site: Bouncemania Rentals | Meriden, Wallingford, Hamden & More"
Bouncey House Rentals,bounceyhouserentals.com,verified,original (confirmed),bounceyhouserentals.com,No,party rental,yes,Bounce House Rentals  & Event Rentals Sacramento CA | Bouncey House Rentals,title: 'Bounce House Rentals & Event Rentals Sacramento CA | Bo'
Boxed Events For Rent,boxedeventsforrent.com,verified,original (confirmed),boxedeventsforrent.com,No,party / event rental,unknown,"Event & Wedding Rentals Dallas-Fort Worth | Boxed Events For Rent
 – BoxedEventsForRent.com","site: Event & Wedding Rentals Dallas-Fort Worth | Boxed Events For Rent
 – B"
Boxi Inc,boxi.co,verified,found,,No,advertising trucks,yes,Box Truck & Mobile Billboard Advertising | Advertising Trucks Nationwide,title: 'Box Truck & Mobile Billboard Advertising | Advertising '
Brewer Crane & Rigging,brewercrane.com,verified,original (confirmed),brewercrane.com,Yes,crane service,yes,Brewer Crane and Rigging | California's Premier Crane Company,title: 'Brewer Crane and Rigging | California's Premier Crane C'
Broad Reach Crane And Tree Service,brcraneandtree.com,verified,original (confirmed),brcraneandtree.com,Yes,crane service,yes,Broad Reach Crane & Tree Service - Professional Crane and Tree Services in Western and Central MA,title: 'Broad Reach Crane & Tree Service - Professional Crane a'
"Broome County Rental, LLC",broomecountyrental.com,verified,original (confirmed),broomecountyrental.com,Yes,construction equipment dealer / rental,yes,Broome County Rental LLC | Skid Steer Construction Equipment Rental,site: Broome County Rental LLC | Skid Steer Construction Equipment Rental
Brothers Crane Service LLC,brotherscraneservice.com,verified,original (confirmed),brotherscraneservice.com,Yes,crane service,yes,Brother's Crane Service,title: 'Brother's Crane Service'
Bruce Equipment Rentals,bruceequipmentrentals.com,likely,original,bruceequipmentrentals.com,Unsure,equipment rental,unknown,,bruceequipmentrentals.com blocked; domain matches name
Bucket Truck NY,buckettruckny.com,verified,original (confirmed),buckettruckny.com,Yes,bucket truck rental,yes,"Bucket Truck Rental New York, NY | Bucket Truck NY","title: 'Bucket Truck Rental New York, NY | Bucket Truck NY'"
Buddin's Construction,buddinsconstruction.com,verified,original (confirmed),buddinsconstruction.com,Yes,excavation contractor,unknown,HOME PAGE,title: 'HOME PAGE'
Budget Dumpster (Newark),budgetdumpster.com,verified,original (confirmed),budgetdumpster.com,No,dumpster / waste,yes,Dumpster Rentals for Less | Budget Dumpster,site: Dumpster Rentals for Less | Budget Dumpster
Bukitt Enterprise,,no_website,,,Unsure,unknown,unknown,,listed domain belongs to another business; bukitt.com is other business: 'Home - Bukitt'
Burn Debris LLC,burndebris.com,verified,original (confirmed),burndebris.com,No,debris burning equipment,yes,Burn Tree Debris Easier and Cheaper with BurnDebris.com's Air Curtain Burners - BurnDebris.com Air Curtain Burner Rental,title: 'Burn Tree Debris Easier and Cheaper with BurnDebris.com'
Butch's Crane Services,butchscraneservices.com,verified,original (confirmed),butchscraneservices.com,Yes,crane service,yes,"Crane Services, Crane Operator in Ocean City, Toms River, Howell Township, Middletown Township, NJ - Butch's Crane Servi","title: 'Crane Services, Crane Operator in Ocean City, Toms Rive'"
BW Crane Service,bwcranes.com,verified,found,,Yes,crane / rigging service,yes,BW Crane Services,site: BW Crane Services
C&C Equipment Solutions LLC.,,no_website,,,Unsure,equipment,unknown,,state none; no usable site
C&C Inflatables Of Middle Georgia LLC,ccinflatablesofmiddlegallc.com,verified,original (confirmed),ccinflatablesofmiddlegallc.com,No,party / event rental,yes,Bounce House Rentals - C&C INFLATABLES Warner Robins GA,site: Bounce House Rentals - C&C INFLATABLES Warner Robins GA
C.E.N.A CRANE SERVICES CORP.,cenacraneservices.com,verified,original (confirmed),cenacraneservices.com,Yes,crane service,yes,"Crane Rental Services | CENA Crane Service | Lawrence, MA & Pelham, NH","title: 'Crane Rental Services | CENA Crane Service | Lawrence, '"
C G Enterprises,,no_website,,,Unsure,unknown,unknown,,state live; no usable site (cgenterprises.com)
C&M Equipment Rental,,no_website,,,Unsure,equipment rental,unknown,,state none; no usable site
CABANA-MAN LLC,cabanaman.com,verified,found,,No,cabana rental,yes,Cabana Man,title: 'Cabana Man'
Cal Equipment,cal-equipment.com,verified,original (confirmed),cal-equipment.com,Yes,construction equipment dealer / rental,yes,Cal Equipment - We buy and Sell Heavy Equipment,site: Cal Equipment - We buy and Sell Heavy Equipment
CALEXIC PLUMBING REPAIR SERVICES RESIDENTIAL AND COMMERCIAL.,,no_website,original removed,veritableremodelingcontractor.com,No,plumbing,unknown,,state dead; no usable site (veritableremodelingcontractor.com)
California Equipment Company,californiaequipment.com,verified,original (confirmed),californiaequipment.com,Yes,construction equipment dealer,unknown,California Equipment,title: 'California Equipment'
Callahan Mechanical Services,callahanmechanicals.com,verified,original (confirmed),callahanmechanicals.com,No,plumbing,yes,Callahan Mechanical Services -,title: Callahan Mechanical Services -
Calumet Crane Service LLC,,no_website,,,Yes,crane service,unknown,,state dead; no usable site (calumetcraneservicellc.com)
Cambridge Farm Machinery,cambridgefarmmachinery.co.uk,likely,original,cambridgefarmmachinery.co.uk,Yes,ag equipment dealer,no,CFM2020,title: 'CFM2020'
Cammie's Lil Gear Rentals,lilgearrentals.com,verified,original (confirmed),lilgearrentals.com,No,gear rental,unknown,Book Your Rental — Cammie's Lil' Gear Rentals,title: 'Book Your Rental — Cammie's Lil' Gear Rentals'
Campanoli Crane Service,campanoli.com,verified,original (confirmed),campanoli.com,Yes,crane service,yes,Campanoli Crane | Crane Service,title: 'Campanoli Crane | Crane Service'
Campbell Crane Services,,no_website,,,Yes,crane service,unknown,,state none; no usable site
Can-Pick Crane Rental,,no_website,original removed,canpickcranerental.com,Yes,crane service,unknown,,state dead; no usable site (canpickcranerental.com)
Cana Party Rentals,,no_website,,,No,party rental,unknown,,state none; no usable site
Canon Image Square,,no_website,original removed,imagesquare.in.canon,No,camera store,unknown,,listed domain belongs to another business; imagesquare.in.canon is other business: 'Canon Image Square Locator/Finder | Cameras & Film'
Capitol Trailer Leasing,,no_website,original removed,capitol.storage,Unsure,trailer leasing,unknown,,listed domain belongs to another business; capitol.storage is other business: 'Storage Containers in Clinton MA | Capitol Storage'
Card My Yard - Northwest Arkansas,cardmyyard.com,verified,original (confirmed),cardmyyard.com,No,yard sign rental,unknown,Card My Yard | Custom Yard Greetings & Sign Rentals Near You,title: 'Card My Yard | Custom Yard Greetings & Sign Rentals Nea'
Carlson Brothers Machining and Excavating llc,,no_website,,,Yes,excavation contractor,unknown,,web search: only Facebook/Yelp/DOT listings found
"Carlson Crane Co., Inc.",,no_website,,,Yes,crane service,unknown,,state dead; no usable site (carlsoncrane.com)
"Caster's Tow & Transport LLC - Roadside Assistance, Emergency Auto Towing & Recovery Service Independence MO",casterstowmo.com,verified,original (confirmed),casterstowmo.com,No,towing,yes,"Professional Roadside Assistance in Independence, MO, 64056","title: 'Professional Roadside Assistance in Independence, MO, 6'"
Catamount Crane Company,,no_website,,,Yes,crane service,unknown,,state dead; no usable site (bristolcranerentals.com)
CDA Kids Rental and Play,cdakid.com,verified,original (confirmed),cdakid.com,No,party rental,yes,CDA Kids Rentals,title: 'CDA Kids Rentals'
CDA South Equipment Rental,cdasouth.net,verified,original (confirmed),cdasouth.net,Yes,construction equipment dealer / rental,yes,"Equipment Rental Coeur d'Alene, ID | Excavator & Tractor | CDA South Equipment Rental","site: Equipment Rental Coeur d'Alene, ID | Excavator & Tractor | CDA South E"
Cedarwood equipment rental,,no_website,,,Unsure,equipment rental,unknown,,listed domain belongs to another business; cedarwood.com is other business: 'CEDARWOOD.COM | Strategic-Grade domain names for establ'
CenTex Crane Service,cen-texcraneservice.com,verified,original (confirmed),cen-texcraneservice.com,Yes,crane service,yes,"Cen-Tex Crane Service - Crane Rentals in Austin and San Antonio, TX",title: 'Cen-Tex Crane Service - Crane Rentals in Austin and San'
Central Crane,carolinacentralcrane.com,verified,original (confirmed),carolinacentralcrane.com,Yes,crane service,yes,"Industrial Crane, Rigging & Transport | Central Crane","title: 'Industrial Crane, Rigging & Transport | Central Crane'"
Central Valley Crane,centralvalleycraneservices.com,verified,found,,Yes,crane service,unknown,Central Valley Crane Services,title: 'Central Valley Crane Services'
Certified Forklift Repair,,no_website,,,Yes,forklift service,unknown,,state none; no usable site
Chambers Lawn & Power Product Inc,,no_website,,,No,outdoor power equipment,unknown,,state dead; no usable site (chamberslawnandpower.com)
